"type","cbl","cop","cores","m","n","k","tpt"
"254","openmp",1,1,20,1024,1024,1024,3.43650390339169
"255","openmp",1,1,20,2048,2048,2048,4.10944223060932
"256","openmp",1,1,20,4096,4096,4096,4.70278617620466
"257","openmp",1,1,21,256,256,256,1.98385622643546
"258","openmp",1,1,21,512,512,512,2.61495097245987
"259","openmp",1,1,21,1024,1024,1024,3.40725558068629
"260","openmp",1,1,21,2048,2048,2048,4.10768709210244
"261","openmp",1,1,21,4096,4096,4096,4.709543437965
"262","openmp",1,1,24,256,256,256,1.9826736736963
"263","openmp",1,1,24,512,512,512,2.63269310371089
"264","openmp",1,1,24,1024,1024,1024,3.50579849269506
"265","openmp",1,1,24,2048,2048,2048,4.11432379462676
"266","openmp",1,1,24,4096,4096,4096,4.70947082660923
