openmp,1,1,1,1080,7,16,256,256,256,0.045428
openmp,2,1,1,1080,7,16,256,256,256,0.046445
openmp,3,1,1,1080,7,16,256,256,256,0.040282
openmp,4,1,1,1080,7,16,256,256,256,0.040407
openmp,6,1,1,1080,7,16,256,256,256,0.040735
openmp,9,1,1,1080,7,16,256,256,256,0.041292
openmp,8,1,1,1080,7,16,256,256,256,0.041398
openmp,12,1,1,1080,7,16,256,256,256,0.041969
openmp,15,1,1,1080,7,16,256,256,256,0.069252
openmp,16,1,1,1080,7,16,256,256,256,0.073421
openmp,18,1,1,1080,7,16,256,256,256,0.070404
openmp,20,1,1,1080,7,16,256,256,256,0.062542
openmp,21,1,1,1080,7,16,256,256,256,0.096351
openmp,24,1,1,1080,7,16,256,256,256,0.096089
openmp,1,1,1,1080,7,16,512,512,512,0.292357
openmp,2,1,1,1080,7,16,512,512,512,0.265606
openmp,3,1,1,1080,7,16,512,512,512,0.220743
openmp,4,1,1,1080,7,16,512,512,512,0.218186
openmp,6,1,1,1080,7,16,512,512,512,0.228874
openmp,9,1,1,1080,7,16,512,512,512,0.228616
openmp,8,1,1,1080,7,16,512,512,512,0.219994
openmp,12,1,1,1080,7,16,512,512,512,0.265827
openmp,15,1,1,1080,7,16,512,512,512,0.312105
openmp,16,1,1,1080,7,16,512,512,512,0.232516
openmp,18,1,1,1080,7,16,512,512,512,0.399119
openmp,20,1,1,1080,7,16,512,512,512,0.329616
openmp,21,1,1,1080,7,16,512,512,512,0.412051
openmp,24,1,1,1080,7,16,512,512,512,0.429233
openmp,1,1,1,1080,7,16,1024,1024,1024,1.736218
openmp,2,1,1,1080,7,16,1024,1024,1024,1.744267
openmp,3,1,1,1080,7,16,1024,1024,1024,1.738335
openmp,4,1,1,1080,7,16,1024,1024,1024,1.746058
openmp,6,1,1,1080,7,16,1024,1024,1024,1.819576
openmp,9,1,1,1080,7,16,1024,1024,1024,1.814155
openmp,8,1,1,1080,7,16,1024,1024,1024,1.820669
openmp,12,1,1,1080,7,16,1024,1024,1024,1.830896
openmp,15,1,1,1080,7,16,1024,1024,1024,1.817938
openmp,16,1,1,1080,7,16,1024,1024,1024,2.962295
openmp,18,1,1,1080,7,16,1024,1024,1024,3.103747
openmp,20,1,1,1080,7,16,1024,1024,1024,2.732146
openmp,21,1,1,1080,7,16,1024,1024,1024,2.554204
openmp,24,1,1,1080,7,16,1024,1024,1024,3.204782
openmp,1,1,1,1080,7,16,2048,2048,2048,14.335910
openmp,2,1,1,1080,7,16,2048,2048,2048,7.850013
openmp,3,1,1,1080,7,16,2048,2048,2048,7.703956
openmp,4,1,1,1080,7,16,2048,2048,2048,7.701005
openmp,6,1,1,1080,7,16,2048,2048,2048,8.025598
openmp,9,1,1,1080,7,16,2048,2048,2048,7.962719
openmp,8,1,1,1080,7,16,2048,2048,2048,7.803294
openmp,12,1,1,1080,7,16,2048,2048,2048,8.014216
openmp,15,1,1,1080,7,16,2048,2048,2048,12.250528
openmp,16,1,1,1080,7,16,2048,2048,2048,12.342853
openmp,18,1,1,1080,7,16,2048,2048,2048,12.632460
openmp,20,1,1,1080,7,16,2048,2048,2048,12.865961
openmp,21,1,1,1080,7,16,2048,2048,2048,12.814070
openmp,24,1,1,1080,7,16,2048,2048,2048,13.011393
openmp,1,1,1,1080,7,16,4096,4096,4096,114.268721
openmp,2,1,1,1080,7,16,4096,4096,4096,60.654478
openmp,3,1,1,1080,7,16,4096,4096,4096,61.209160
openmp,4,1,1,1080,7,16,4096,4096,4096,31.508394
openmp,6,1,1,1080,7,16,4096,4096,4096,32.446241
openmp,9,1,1,1080,7,16,4096,4096,4096,32.174197
openmp,8,1,1,1080,7,16,4096,4096,4096,32.031044
openmp,12,1,1,1080,7,16,4096,4096,4096,33.034780
openmp,15,1,1,1080,7,16,4096,4096,4096,44.865102
openmp,16,1,1,1080,7,16,4096,4096,4096,50.036009
openmp,18,1,1,1080,7,16,4096,4096,4096,51.234739
openmp,20,1,1,1080,7,16,4096,4096,4096,50.441289
openmp,21,1,1,1080,7,16,4096,4096,4096,51.232251
openmp,24,1,1,1080,7,16,4096,4096,4096,51.223686
