256;256;256;1;64;4;"bcast_time_A";22
256;256;256;1;64;4;"bcast_time_A";68109
256;256;256;1;64;4;"bcast_time_A";13056
256;256;256;1;64;4;"bcast_time_A";249
256;256;256;1;64;4;"bcast_time_A";5002
256;256;256;1;64;4;"bcast_time_A";11686
256;256;256;1;64;4;"bcast_time_A";4683
256;256;256;1;64;4;"bcast_time_A";280
256;256;256;1;64;4;"bcast_time_A";4481
256;256;256;1;64;4;"bcast_time_A";5130
256;256;256;1;64;4;"bcast_time_A";4645
256;256;256;1;64;4;"bcast_time_A";118
256;256;256;1;64;4;"bcast_time_A";4544
256;256;256;1;64;4;"bcast_time_A";4726
256;256;256;1;64;4;"bcast_time_A";4992
256;256;256;1;64;4;"bcast_time_A";271
256;256;256;1;64;4;"bcast_time_A";4508
256;256;256;1;64;4;"bcast_time_A";5117
256;256;256;1;64;4;"bcast_time_A";4932
256;256;256;1;64;4;"bcast_time_A";227
256;256;256;1;64;4;"bcast_time_A";4541
256;256;256;1;64;4;"bcast_time_A";5202
256;256;256;1;64;4;"bcast_time_A";4758
256;256;256;1;64;4;"bcast_time_A";447
256;256;256;1;64;4;"bcast_time_A";4158
256;256;256;1;64;4;"bcast_time_A";5090
256;256;256;1;64;4;"bcast_time_A";4736
256;256;256;1;64;4;"bcast_time_A";273
256;256;256;1;64;4;"bcast_time_A";4520
256;256;256;1;64;4;"bcast_time_A";5170
256;256;256;1;64;4;"bcast_time_A";12743
256;256;256;1;64;4;"bcast_time_A";28
256;256;256;1;64;4;"bcast_time_A";4662
256;256;256;1;64;4;"bcast_time_A";5252
256;256;256;1;64;4;"bcast_time_A";4373
256;256;256;1;64;4;"bcast_time_A";44
256;256;256;1;64;4;"bcast_time_A";4948
256;256;256;1;64;4;"bcast_time_A";4936
256;256;256;1;64;4;"bcast_time_A";4935
256;256;256;1;64;4;"bcast_time_A";425
256;256;256;1;64;4;"bcast_time_A";4578
256;256;256;1;64;4;"bcast_time_A";4844
256;256;256;1;64;4;"bcast_time_A";4929
256;256;256;1;64;4;"bcast_time_A";58
256;256;256;1;64;4;"bcast_time_A";4933
256;256;256;1;64;4;"bcast_time_A";5052
256;256;256;1;64;4;"bcast_time_A";4870
256;256;256;1;64;4;"bcast_time_A";104
256;256;256;1;64;4;"bcast_time_A";4813
256;256;256;1;64;4;"bcast_time_A";5075
256;256;256;1;64;4;"bcast_time_A";4496
256;256;256;1;64;4;"bcast_time_A";45
256;256;256;1;64;4;"bcast_time_A";5086
256;256;256;1;64;4;"bcast_time_A";4969
256;256;256;1;64;4;"bcast_time_A";161
256;256;256;1;64;4;"bcast_time_A";5404
256;256;256;1;64;4;"bcast_time_A";219
256;256;256;1;64;4;"bcast_time_A";4984
256;256;256;1;64;4;"bcast_time_A";4077
256;256;256;1;64;4;"bcast_time_A";16
256;256;256;1;64;4;"bcast_time_A";196
256;256;256;1;64;4;"bcast_time_A";10336
256;256;256;1;64;4;"bcast_time_A";41
256;256;256;1;64;4;"bcast_time_A";156
256;256;256;1;64;16;"bcast_time_A";576
256;256;256;1;64;16;"bcast_time_A";1173
256;256;256;1;64;16;"bcast_time_A";1628
256;256;256;1;64;16;"bcast_time_A";2178
256;256;256;1;64;16;"bcast_time_A";2806
256;256;256;1;64;16;"bcast_time_A";3326
256;256;256;1;64;16;"bcast_time_A";3780
256;256;256;1;64;16;"bcast_time_A";4338
256;256;256;1;64;16;"bcast_time_A";4949
256;256;256;1;64;16;"bcast_time_A";5588
256;256;256;1;64;16;"bcast_time_A";6034
256;256;256;1;64;16;"bcast_time_A";6560
256;256;256;1;64;16;"bcast_time_A";7176
256;256;256;1;64;16;"bcast_time_A";7792
256;256;256;1;64;16;"bcast_time_A";8172
256;256;256;1;64;16;"bcast_time_A";8707
256;256;256;1;64;64;"bcast_time_A";1088
256;256;256;1;64;64;"bcast_time_A";2362
256;256;256;1;64;64;"bcast_time_A";3846
256;256;256;1;64;64;"bcast_time_A";5321
256;256;256;1;64;256;"bcast_time_A";4037
1024;256;256;1;64;4;"bcast_time_A";5501
1024;256;256;1;64;4;"bcast_time_A";36
